borrower_id,age,occupation,monthly_income,existing_loan_history,loan_history_code,debt_to_income_ratio,loan_size,telecom_usage_score,mobile_wallet_activity,digital_purchase_frequency,psychometric_score,gender,province,repayment_score
PK-01692,23,Self-Employed,39972,Good Repayment History,1,0.198,365633,0.696,0.259,3,66.9,Male,Punjab,58.98
PK-01693,25,Self-Employed,57571,No Previous Loan,0,0.135,399320,0.678,0.388,1,66.7,Male,Sindh,70.03
PK-01694,33,Daily Wage Worker,64900,No Previous Loan,0,0.095,797346,0.785,0.594,5,31.5,Male,Sindh,65.34
PK-01695,26,Freelancer,67302,No Previous Loan,0,0.165,771212,0.702,0.634,10,59.5,Male,Punjab,41.0
PK-01696,42,Daily Wage Worker,28926,No Previous Loan,0,0.097,321165,0.56,0.703,11,59.4,Female,Balochistan,52.01
PK-01697,33,Daily Wage Worker,44226,No Previous Loan,0,0.205,556911,0.423,0.431,0,65.3,Male,Punjab,27.1
PK-01698,60,Business Owner,97414,Delayed Repayment History,2,0.287,606629,0.7,0.681,11,58.3,Male,Punjab,62.93
PK-01699,21,Salaried,70714,Delayed Repayment History,2,0.312,532451,0.978,0.92,32,69.5,Female,Punjab,68.42
PK-01700,40,Business Owner,154654,Good Repayment History,1,0.182,817965,0.743,0.759,8,46.4,Male,Sindh,73.9
PK-01701,27,Daily Wage Worker,27749,No Previous Loan,0,0.186,340651,0.792,0.769,7,85.9,Male,Punjab,72.56
PK-01702,33,Business Owner,63053,Good Repayment History,1,0.21,477441,0.44,0.384,1,66.7,Female,Sindh,50.11
PK-01703,39,Daily Wage Worker,35641,No Previous Loan,0,0.053,666160,0.7,0.153,0,41.7,Male,Sindh,36.84
PK-01704,18,Other,52412,No Previous Loan,0,0.251,437552,0.689,0.492,3,78.4,Male,Khyber Pakhtunkhwa,38.48
PK-01705,40,Self-Employed,27383,Previous Default,3,0.363,401017,0.48,0.8,5,37.7,Male,Balochistan,22.87
PK-01706,56,Freelancer,49347,Delayed Repayment History,2,0.242,738702,0.61,0.381,1,57.3,Male,Khyber Pakhtunkhwa,43.82
PK-01707,33,Business Owner,46147,No Previous Loan,0,0.01,617241,0.624,0.894,14,58.7,Male,Punjab,51.24
PK-01708,40,Self-Employed,70581,Previous Default,3,0.379,482187,0.544,0.362,0,52.1,Male,Sindh,37.9
PK-01709,47,Self-Employed,146010,Good Repayment History,1,0.106,610282,0.727,0.381,1,59.1,Male,Punjab,90.24
PK-01710,36,Self-Employed,95291,Good Repayment History,1,0.165,476010,0.886,0.416,1,60.5,Male,Punjab,75.12
PK-01711,32,Salaried,41776,No Previous Loan,0,0.041,514063,0.706,0.599,0,39.9,Male,Punjab,68.22
PK-01712,18,Business Owner,63871,No Previous Loan,0,0.246,430904,0.689,0.482,2,62.3,Female,Punjab,50.38
PK-01713,44,Salaried,49032,Good Repayment History,1,0.137,435173,0.642,0.233,0,57.2,Female,Punjab,60.99
PK-01714,37,Self-Employed,109762,No Previous Loan,0,0.022,398367,0.764,0.698,19,90.1,Male,Punjab,89.0
PK-01715,28,Business Owner,38424,Good Repayment History,1,0.192,515409,0.705,0.587,9,79.2,Male,Sindh,62.18
PK-01716,39,Self-Employed,60451,Good Repayment History,1,0.214,395815,0.514,0.285,0,46.5,Female,Balochistan,67.94
PK-01717,32,Daily Wage Worker,34043,No Previous Loan,0,0.23,650142,0.68,0.603,2,53.6,Male,Punjab,19.07
PK-01718,33,Self-Employed,45542,No Previous Loan,0,0.16,377003,0.759,0.634,1,46.1,Male,Punjab,63.83
PK-01719,43,Salaried,118979,No Previous Loan,0,0.119,562306,0.594,0.546,6,56.4,Female,Punjab,74.55
PK-01720,25,Other,29094,No Previous Loan,0,0.134,388596,0.801,0.68,4,68.6,Male,Punjab,48.36
PK-01721,48,Daily Wage Worker,29823,No Previous Loan,0,0.049,361005,0.642,0.36,0,53.7,Male,Balochistan,55.54
PK-01722,25,Freelancer,138086,No Previous Loan,0,0.016,411705,0.238,0.866,12,53.1,Male,Punjab,72.62
PK-01723,31,Daily Wage Worker,41619,Good Repayment History,1,0.01,462373,0.685,0.765,16,65.9,Male,Punjab,79.53
PK-01724,56,Salaried,60974,Good Repayment History,1,0.151,573944,0.5,0.235,0,27.9,Male,Punjab,46.62
PK-01725,48,Daily Wage Worker,36357,No Previous Loan,0,0.177,363697,0.503,0.42,1,50.0,Male,Punjab,53.07
PK-01726,39,Salaried,66192,No Previous Loan,0,0.072,502413,0.757,0.278,1,79.4,Female,Sindh,73.84
PK-01727,29,Business Owner,71830,Good Repayment History,1,0.21,496002,0.651,0.661,5,80.5,Male,Balochistan,81.12
PK-01728,33,Salaried,49894,No Previous Loan,0,0.28,349219,0.828,0.457,2,77.4,Female,Sindh,62.9
PK-01729,38,Daily Wage Worker,27466,Delayed Repayment History,2,0.343,279362,0.499,0.19,0,35.9,Male,Punjab,18.06
PK-01730,38,Self-Employed,71196,Good Repayment History,1,0.223,791833,0.762,0.374,5,39.3,Male,Sindh,40.82
PK-01731,37,Self-Employed,56810,No Previous Loan,0,0.114,587988,0.788,0.774,5,50.0,Male,Khyber Pakhtunkhwa,61.09
PK-01732,37,Salaried,55858,Delayed Repayment History,2,0.24,586055,0.789,0.198,1,57.8,Male,Punjab,50.96
PK-01733,36,Freelancer,75325,Good Repayment History,1,0.149,455182,0.619,0.744,8,47.3,Female,Sindh,69.69
PK-01734,24,Self-Employed,53250,Good Repayment History,1,0.088,671130,0.493,0.448,1,31.4,Male,Sindh,57.99
PK-01735,33,Business Owner,82610,Good Repayment History,1,0.24,771013,0.419,0.922,45,73.4,Male,Sindh,73.1
PK-01736,46,Self-Employed,127286,Delayed Repayment History,2,0.366,510641,0.784,0.571,2,72.3,Male,Punjab,59.12
PK-01737,25,Daily Wage Worker,46739,Delayed Repayment History,2,0.313,809594,0.654,0.478,4,47.8,Male,Sindh,11.96
PK-01738,36,Self-Employed,57703,Good Repayment History,1,0.342,351622,0.578,0.322,4,68.7,Male,Khyber Pakhtunkhwa,54.81
PK-01739,30,Other,35824,No Previous Loan,0,0.1,310359,0.734,0.697,2,70.6,Male,Sindh,66.45
PK-01740,39,Self-Employed,67261,Previous Default,3,0.483,350513,0.488,0.427,2,21.4,Male,Punjab,22.9
PK-01741,34,Salaried,85269,No Previous Loan,0,0.061,512236,0.543,0.427,2,69.1,Female,Punjab,62.35
PK-01742,52,Self-Employed,57167,No Previous Loan,0,0.143,626064,0.434,0.283,0,56.7,Female,Sindh,22.92
PK-01743,42,Salaried,65703,Previous Default,3,0.28,392995,0.673,0.504,0,19.2,Male,Sindh,48.6
PK-01744,25,Self-Employed,51792,No Previous Loan,0,0.063,299074,0.618,0.927,10,73.1,Male,Balochistan,64.44
PK-01745,44,Self-Employed,61667,No Previous Loan,0,0.105,454605,0.474,0.353,0,59.2,Male,Punjab,61.51
PK-01746,30,Daily Wage Worker,27414,No Previous Loan,0,0.2,328952,0.532,0.598,1,30.3,Male,Punjab,65.83
PK-01747,32,Business Owner,91766,Good Repayment History,1,0.164,667784,0.662,0.854,11,65.5,Male,Khyber Pakhtunkhwa,84.21
PK-01748,41,Self-Employed,72894,No Previous Loan,0,0.213,260372,0.538,0.45,3,61.3,Male,Sindh,80.86
PK-01749,33,Self-Employed,112104,Good Repayment History,1,0.122,570746,0.541,0.486,3,68.5,Female,Punjab,74.47
PK-01750,46,Salaried,67854,No Previous Loan,0,0.011,549942,0.428,0.387,2,28.3,Female,Sindh,44.64
PK-01751,30,Salaried,48137,Good Repayment History,1,0.359,418764,0.362,0.52,3,52.4,Male,Punjab,47.74
PK-01752,32,Self-Employed,110339,Good Repayment History,1,0.018,806541,0.67,0.303,0,44.8,Male,Punjab,57.57
PK-01753,32,Salaried,71044,No Previous Loan,0,0.025,431733,0.511,0.698,6,55.9,Male,Punjab,78.21
PK-01754,32,Salaried,66838,Good Repayment History,1,0.174,486090,0.566,0.209,1,31.9,Male,Punjab,56.46
PK-01755,48,Daily Wage Worker,43957,Good Repayment History,1,0.168,428730,0.576,0.265,0,39.4,Male,Sindh,66.07
PK-01756,44,Freelancer,89643,Good Repayment History,1,0.172,501708,0.688,0.502,3,83.1,Male,Punjab,91.16
PK-01757,54,Daily Wage Worker,32080,Good Repayment History,1,0.211,417499,0.624,0.752,1,73.6,Male,Khyber Pakhtunkhwa,52.51
PK-01758,59,Self-Employed,64105,Good Repayment History,1,0.375,352267,0.521,0.52,1,73.1,Male,Punjab,81.92
PK-01759,28,Daily Wage Worker,38026,Good Repayment History,1,0.177,456035,0.487,0.413,8,79.0,Female,Sindh,50.49
PK-01760,38,Self-Employed,77542,Good Repayment History,1,0.199,499524,0.614,0.361,0,29.8,Male,Punjab,51.31
PK-01761,27,Salaried,88545,No Previous Loan,0,0.086,714646,0.447,0.674,5,58.4,Female,Punjab,66.39
PK-01762,30,Daily Wage Worker,58402,Good Repayment History,1,0.01,54517,0.768,0.525,2,61.5,Male,Sindh,85.32
PK-01763,32,Salaried,74624,No Previous Loan,0,0.01,729709,0.709,0.375,1,52.6,Male,Balochistan,72.96
PK-01764,28,Self-Employed,35344,No Previous Loan,0,0.01,328949,0.565,0.462,2,27.1,Male,Balochistan,69.06
PK-01765,28,Daily Wage Worker,35277,No Previous Loan,0,0.02,356532,0.899,0.626,2,69.6,Male,Punjab,78.58
PK-01766,36,Business Owner,45122,Delayed Repayment History,2,0.305,475749,0.685,0.131,1,66.4,Male,Sindh,17.39
PK-01767,26,Business Owner,115447,No Previous Loan,0,0.149,583932,0.662,0.526,15,50.6,Male,Punjab,48.54
PK-01768,46,Self-Employed,66487,Delayed Repayment History,2,0.423,377409,0.505,0.218,0,71.3,Male,Punjab,38.6
PK-01769,29,Salaried,58031,Delayed Repayment History,2,0.536,498805,0.423,0.523,2,59.6,Male,Punjab,23.62
PK-01770,64,Other,38950,Good Repayment History,1,0.203,304553,0.708,0.416,0,66.1,Male,Khyber Pakhtunkhwa,57.98
PK-01771,33,Salaried,97612,Good Repayment History,1,0.158,361097,0.758,0.525,8,45.4,Female,Sindh,71.07
PK-01772,38,Self-Employed,70957,Previous Default,3,0.268,382289,0.739,0.625,2,62.1,Male,Punjab,63.46
PK-01773,25,Self-Employed,60161,Delayed Repayment History,2,0.217,541193,0.686,0.432,3,61.7,Female,Balochistan,46.15
PK-01774,54,Daily Wage Worker,45221,Good Repayment History,1,0.263,598528,0.864,0.586,2,53.2,Female,Sindh,40.58
PK-01775,48,Daily Wage Worker,47309,No Previous Loan,0,0.282,669670,0.319,0.818,0,15.5,Male,Punjab,25.95
PK-01776,40,Self-Employed,65756,Delayed Repayment History,2,0.428,415570,0.547,0.192,0,60.8,Female,Khyber Pakhtunkhwa,24.84
PK-01777,25,Other,75996,No Previous Loan,0,0.03,422278,0.9,0.767,18,62.4,Male,Sindh,76.18
PK-01778,40,Salaried,100226,No Previous Loan,0,0.01,628212,0.398,0.445,10,45.0,Male,Punjab,59.98
PK-01779,27,Daily Wage Worker,42033,Delayed Repayment History,2,0.159,433129,0.566,0.42,2,65.4,Female,Punjab,51.03
PK-01780,52,Salaried,49132,Good Repayment History,1,0.179,285378,0.414,0.592,0,60.9,Male,Punjab,58.52
PK-01781,45,Self-Employed,77720,Good Repayment History,1,0.34,295162,0.715,0.494,7,65.1,Male,Punjab,62.3
PK-01782,39,Salaried,52531,Delayed Repayment History,2,0.267,310503,0.496,0.455,0,51.5,Male,Khyber Pakhtunkhwa,48.41
PK-01783,18,Other,73977,No Previous Loan,0,0.029,770587,0.829,0.413,2,32.1,Male,Punjab,54.29
PK-01784,28,Daily Wage Worker,70929,No Previous Loan,0,0.066,474959,0.516,0.502,3,32.3,Male,Punjab,56.6
PK-01785,44,Business Owner,111637,Good Repayment History,1,0.126,553510,0.712,0.558,1,70.7,Female,Balochistan,79.23
PK-01786,49,Salaried,43373,No Previous Loan,0,0.118,527259,0.825,0.625,7,39.7,Male,Balochistan,54.93
PK-01787,48,Self-Employed,58849,No Previous Loan,0,0.01,741616,0.724,0.579,2,45.4,Male,Khyber Pakhtunkhwa,59.0
PK-01788,23,Self-Employed,57160,Good Repayment History,1,0.09,422074,0.798,0.845,29,70.7,Male,Khyber Pakhtunkhwa,84.61
PK-01789,41,Self-Employed,51563,Delayed Repayment History,2,0.279,469697,0.634,0.635,4,24.2,Female,Balochistan,33.38
PK-01790,47,Salaried,58656,Delayed Repayment History,2,0.332,470935,0.541,0.296,0,32.9,Female,Khyber Pakhtunkhwa,53.76
PK-01791,22,Business Owner,82314,No Previous Loan,0,0.029,793467,0.833,0.577,2,71.2,Female,Punjab,65.7
PK-01792,38,Business Owner,103133,Good Repayment History,1,0.172,611273,0.768,0.68,8,61.1,Male,Punjab,84.02
PK-01793,40,Daily Wage Worker,68799,Previous Default,3,0.343,286967,0.507,0.373,1,27.4,Male,Punjab,46.32
PK-01794,35,Self-Employed,67135,Good Repayment History,1,0.247,494575,0.489,0.473,4,51.4,Male,Punjab,59.5
PK-01795,20,Self-Employed,53272,No Previous Loan,0,0.132,547934,0.575,0.621,3,60.1,Female,Punjab,46.67
PK-01796,35,Business Owner,54117,Delayed Repayment History,2,0.329,446760,0.577,0.318,0,40.4,Male,Punjab,29.21
PK-01797,35,Salaried,71798,Previous Default,3,0.471,359646,0.665,0.414,1,36.1,Female,Punjab,50.16
PK-01798,36,Business Owner,72744,No Previous Loan,0,0.14,390229,0.51,0.232,1,32.4,Male,Sindh,52.19
PK-01799,32,Daily Wage Worker,39397,No Previous Loan,0,0.064,586928,0.538,0.402,2,69.4,Female,Punjab,31.8
PK-01800,34,Salaried,51977,Good Repayment History,1,0.112,592938,0.756,0.268,0,73.5,Male,Punjab,75.89
PK-01801,37,Self-Employed,56638,No Previous Loan,0,0.222,485378,0.723,0.807,24,69.3,Male,Sindh,46.22
PK-01802,42,Daily Wage Worker,56676,Good Repayment History,1,0.356,303313,0.661,0.791,6,76.7,Male,Punjab,85.14
PK-01803,35,Business Owner,83117,Good Repayment History,1,0.268,659498,0.63,0.822,13,78.9,Male,Punjab,78.49
PK-01804,34,Business Owner,145264,No Previous Loan,0,0.173,578913,0.648,0.589,9,37.5,Female,Punjab,69.2
PK-01805,39,Freelancer,29033,No Previous Loan,0,0.03,258857,0.33,0.581,2,70.7,Male,Sindh,60.89
PK-01806,20,Business Owner,114560,Good Repayment History,1,0.138,829299,0.524,0.95,45,61.9,Female,Khyber Pakhtunkhwa,51.94
PK-01807,42,Salaried,54874,Good Repayment History,1,0.157,271414,0.804,0.487,1,87.0,Male,Punjab,67.4
PK-01808,38,Daily Wage Worker,42868,Good Repayment History,1,0.165,388354,0.803,0.415,3,97.0,Male,Khyber Pakhtunkhwa,77.33
PK-01809,38,Daily Wage Worker,51911,No Previous Loan,0,0.034,587512,0.778,0.627,1,54.3,Male,Khyber Pakhtunkhwa,63.34
PK-01810,47,Salaried,93266,No Previous Loan,0,0.11,601205,0.513,0.203,0,54.7,Male,Balochistan,65.05
PK-01811,19,Salaried,79610,No Previous Loan,0,0.117,665886,0.69,0.403,2,52.9,Female,Khyber Pakhtunkhwa,53.18
PK-01812,19,Freelancer,87471,No Previous Loan,0,0.01,796303,0.782,0.338,7,60.3,Male,Sindh,67.72
PK-01813,40,Business Owner,80404,Good Repayment History,1,0.098,455209,0.875,0.83,16,62.5,Male,Punjab,75.87
PK-01814,38,Self-Employed,128925,No Previous Loan,0,0.09,660018,0.493,0.68,27,97.0,Male,Punjab,69.55
PK-01815,39,Business Owner,106788,No Previous Loan,0,0.072,644851,0.593,0.675,3,62.1,Female,Punjab,70.64
PK-01816,33,Freelancer,31411,No Previous Loan,0,0.068,410856,0.661,0.396,1,48.8,Female,Punjab,47.09
PK-01817,44,Business Owner,88799,Delayed Repayment History,2,0.272,666717,0.55,0.525,3,59.5,Female,Balochistan,51.21
PK-01818,47,Salaried,57669,No Previous Loan,0,0.01,633133,0.594,0.367,0,44.9,Male,Punjab,46.87
PK-01819,42,Salaried,58974,Previous Default,3,0.471,105644,0.404,0.456,1,31.8,Male,Sindh,58.85
PK-01820,35,Self-Employed,85283,Good Repayment History,1,0.127,433491,0.807,0.743,12,56.8,Male,Balochistan,85.88
PK-01821,18,Daily Wage Worker,41250,Good Repayment History,1,0.157,449537,0.714,0.569,5,92.7,Female,Punjab,76.96
PK-01822,45,Business Owner,69397,Delayed Repayment History,2,0.345,365176,0.69,0.655,3,72.1,Male,Punjab,73.74
PK-01823,49,Self-Employed,117831,No Previous Loan,0,0.168,690279,0.889,0.31,3,52.8,Female,Punjab,77.67
PK-01824,44,Daily Wage Worker,28554,Good Repayment History,1,0.203,567267,0.395,0.337,0,60.6,Female,Punjab,33.67
PK-01825,29,Self-Employed,41000,No Previous Loan,0,0.06,729848,0.521,0.36,1,95.4,Female,Punjab,61.22
PK-01826,44,Business Owner,60156,Good Repayment History,1,0.216,354677,0.645,0.499,1,60.9,Female,Punjab,60.53
PK-01827,46,Salaried,76941,Good Repayment History,1,0.173,384508,0.662,0.178,1,44.9,Male,Sindh,54.66
PK-01828,52,Freelancer,97623,Good Repayment History,1,0.186,620242,0.841,0.564,3,60.7,Male,Punjab,82.74
PK-01829,29,Freelancer,60752,Delayed Repayment History,2,0.382,365065,0.655,0.41,0,67.8,Male,Sindh,40.95
PK-01830,36,Daily Wage Worker,35571,No Previous Loan,0,0.104,577405,0.534,0.716,3,62.4,Male,Punjab,43.44
PK-01831,45,Self-Employed,70009,Delayed Repayment History,2,0.394,571510,0.795,0.535,2,80.9,Female,Punjab,49.77
PK-01832,38,Self-Employed,47726,Good Repayment History,1,0.139,551420,0.786,0.268,1,58.6,Male,Punjab,52.37
PK-01833,27,Salaried,80135,No Previous Loan,0,0.024,55586,0.814,0.36,2,22.6,Female,Khyber Pakhtunkhwa,89.42
PK-01834,42,Other,94377,Good Repayment History,1,0.24,649225,0.463,0.498,3,66.8,Female,Sindh,59.21
PK-01835,43,Salaried,61916,No Previous Loan,0,0.138,590983,0.568,0.207,0,64.2,Male,Punjab,61.73
PK-01836,39,Business Owner,98183,Delayed Repayment History,2,0.273,560108,0.579,0.95,45,64.9,Male,Sindh,55.0
PK-01837,40,Freelancer,66469,Previous Default,3,0.404,288523,0.552,0.184,1,45.1,Male,Punjab,27.6
PK-01838,35,Salaried,103457,No Previous Loan,0,0.049,931506,0.576,0.549,5,90.7,Male,Khyber Pakhtunkhwa,76.83
PK-01839,52,Self-Employed,136090,Delayed Repayment History,2,0.263,441285,0.424,0.681,14,43.9,Female,Balochistan,61.26
PK-01840,29,Salaried,54523,Previous Default,3,0.304,290263,0.637,0.369,4,42.3,Female,Punjab,47.57
PK-01841,32,Business Owner,85064,Good Repayment History,1,0.093,693028,0.648,0.633,5,55.5,Female,Punjab,72.3
PK-01842,38,Other,73012,Delayed Repayment History,2,0.286,626249,0.793,0.389,2,79.1,Male,Punjab,46.41
PK-01843,46,Self-Employed,79043,No Previous Loan,0,0.01,487069,0.777,0.209,0,80.1,Female,Sindh,67.65
PK-01844,24,Other,35661,No Previous Loan,0,0.01,343072,0.677,0.273,1,65.9,Male,Punjab,44.21
PK-01845,25,Salaried,31705,No Previous Loan,0,0.01,486876,0.785,0.622,11,69.4,Female,Sindh,72.76
PK-01846,18,Self-Employed,47256,No Previous Loan,0,0.217,774293,0.801,0.7,1,36.8,Female,Khyber Pakhtunkhwa,43.3
PK-01847,38,Daily Wage Worker,49463,No Previous Loan,0,0.282,654399,0.412,0.614,1,30.8,Female,Punjab,19.81
PK-01848,27,Daily Wage Worker,35854,Previous Default,3,0.455,431509,0.604,0.436,0,50.2,Male,Khyber Pakhtunkhwa,22.19
PK-01849,34,Self-Employed,47086,No Previous Loan,0,0.096,532605,0.549,0.393,3,70.7,Female,Punjab,48.51
PK-01850,44,Freelancer,55816,Previous Default,3,0.517,363663,0.735,0.564,3,71.7,Male,Khyber Pakhtunkhwa,43.43
PK-01851,32,Daily Wage Worker,80945,No Previous Loan,0,0.01,509661,0.531,0.477,6,45.4,Male,Khyber Pakhtunkhwa,81.1
PK-01852,40,Daily Wage Worker,29973,No Previous Loan,0,0.15,346084,0.376,0.548,2,40.2,Male,Punjab,30.19
PK-01853,35,Business Owner,76730,No Previous Loan,0,0.115,609826,0.645,0.799,13,76.8,Male,Punjab,76.78
PK-01854,44,Salaried,55081,Delayed Repayment History,2,0.292,390731,0.571,0.459,1,60.5,Male,Punjab,61.04
PK-01855,42,Salaried,130000,No Previous Loan,0,0.01,622964,0.702,0.399,1,28.5,Male,Sindh,66.75
PK-01856,31,Business Owner,50031,Delayed Repayment History,2,0.419,361385,0.634,0.409,6,39.8,Female,Punjab,56.0
PK-01857,36,Business Owner,65454,No Previous Loan,0,0.044,549611,0.656,0.575,0,65.7,Female,Balochistan,66.84
PK-01858,48,Self-Employed,71555,Previous Default,3,0.338,468828,0.585,0.585,2,40.1,Female,Khyber Pakhtunkhwa,45.61
PK-01859,41,Self-Employed,74070,Delayed Repayment History,2,0.163,575517,0.636,0.409,4,43.3,Female,Balochistan,40.26
PK-01860,25,Self-Employed,93572,Delayed Repayment History,2,0.342,605010,0.74,0.672,14,44.7,Male,Punjab,54.73
PK-01861,44,Business Owner,125236,Good Repayment History,1,0.186,1200000,0.929,0.418,2,74.1,Female,Punjab,67.53
PK-01862,27,Self-Employed,50532,No Previous Loan,0,0.157,681590,0.412,0.483,4,57.1,Male,Punjab,47.3
PK-01863,51,Self-Employed,77525,Good Repayment History,1,0.126,765333,0.763,0.317,0,84.7,Male,Punjab,66.44
PK-01864,47,Salaried,62050,Delayed Repayment History,2,0.281,669259,0.613,0.538,0,51.3,Female,Punjab,25.36
PK-01865,40,Daily Wage Worker,37877,Good Repayment History,1,0.136,468521,0.461,0.372,0,52.9,Female,Punjab,35.3
PK-01866,39,Business Owner,124033,Good Repayment History,1,0.174,414350,0.662,0.851,26,65.6,Male,Sindh,85.51
PK-01867,36,Salaried,70605,Good Repayment History,1,0.17,594556,0.542,0.556,0,48.7,Female,Punjab,55.77
PK-01868,44,Self-Employed,122193,Delayed Repayment History,2,0.254,541281,0.369,0.45,2,35.6,Male,Punjab,39.93
PK-01869,34,Self-Employed,80275,No Previous Loan,0,0.01,517044,0.613,0.544,2,53.4,Female,Sindh,56.25
PK-01870,40,Business Owner,120594,Delayed Repayment History,2,0.254,402859,0.452,0.406,3,48.7,Female,Sindh,37.02
PK-01871,46,Business Owner,34150,Good Repayment History,1,0.067,318945,0.424,0.348,0,53.8,Male,Khyber Pakhtunkhwa,66.43
PK-01872,32,Business Owner,86857,No Previous Loan,0,0.025,600588,0.769,0.479,2,49.9,Female,Sindh,79.61
PK-01873,32,Freelancer,76005,No Previous Loan,0,0.013,612512,0.872,0.74,11,65.7,Male,Punjab,81.64
PK-01874,26,Salaried,72249,No Previous Loan,0,0.069,551902,0.778,0.755,12,53.1,Male,Sindh,68.7
PK-01875,28,Self-Employed,111713,No Previous Loan,0,0.098,559524,0.747,0.457,1,35.0,Female,Sindh,73.31
PK-01876,20,Salaried,69815,Delayed Repayment History,2,0.287,550142,0.626,0.411,9,48.7,Female,Punjab,45.72
PK-01877,45,Self-Employed,46065,No Previous Loan,0,0.058,606828,0.661,0.67,4,38.3,Male,Punjab,53.88
PK-01878,55,Self-Employed,82625,No Previous Loan,0,0.06,685252,0.79,0.769,7,88.8,Female,Khyber Pakhtunkhwa,74.27
PK-01879,51,Freelancer,78924,Good Repayment History,1,0.179,611769,0.736,0.382,0,59.5,Male,Punjab,61.92
PK-01880,22,Salaried,46682,Good Repayment History,1,0.23,544843,0.462,0.434,5,67.3,Male,Punjab,37.77
PK-01881,45,Business Owner,76302,Good Repayment History,1,0.288,317992,0.72,0.205,0,57.2,Female,Punjab,66.9
PK-01882,51,Self-Employed,91628,Good Repayment History,1,0.374,563147,0.603,0.651,12,87.8,Male,Khyber Pakhtunkhwa,76.64
PK-01883,33,Self-Employed,67863,Good Repayment History,1,0.305,412215,0.774,0.609,5,38.7,Male,Punjab,78.17
PK-01884,39,Freelancer,70832,Good Repayment History,1,0.171,843770,0.352,0.519,2,46.2,Female,Balochistan,44.52
PK-01885,19,Salaried,59382,No Previous Loan,0,0.017,730606,0.644,0.902,39,75.1,Female,Khyber Pakhtunkhwa,67.55
PK-01886,40,Self-Employed,32714,No Previous Loan,0,0.088,479314,0.664,0.635,0,47.6,Male,Sindh,69.47
PK-01887,28,Self-Employed,66724,Previous Default,3,0.423,425264,0.745,0.387,3,46.6,Male,Punjab,43.89
PK-01888,40,Freelancer,56803,No Previous Loan,0,0.065,275951,0.401,0.652,2,48.9,Female,Punjab,72.49
PK-01889,23,Salaried,72512,Good Repayment History,1,0.141,381709,0.562,0.95,19,88.5,Female,Khyber Pakhtunkhwa,87.54
PK-01890,43,Other,63777,Good Repayment History,1,0.235,408013,0.485,0.615,4,89.7,Male,Balochistan,71.27
PK-01891,47,Other,39645,Good Repayment History,1,0.179,464341,0.625,0.732,4,62.7,Male,Khyber Pakhtunkhwa,79.96
PK-01892,30,Daily Wage Worker,45416,No Previous Loan,0,0.142,384423,0.366,0.6,2,59.9,Male,Balochistan,59.05
PK-01893,27,Self-Employed,78154,No Previous Loan,0,0.066,871747,0.611,0.722,14,70.9,Male,Sindh,77.15
PK-01894,18,Freelancer,49865,Good Repayment History,1,0.01,424976,0.426,0.771,14,63.3,Male,Punjab,69.09
